FILEPATH,FILENAME,HYDROPHONENAME,FILETIME_SEC_FROMMIDNIGHT,SIGNALTIME_SEC_FROMMIDNIGHT,TAGCODE,TOA_MICRO_SEC,SNR_DB,CRC,PHASEMARGIN,CHANNEL
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.50.2929439.bwm,P18DN,53870.29294,53870.29871,G7253EA15,5761.08,5.43,0,6.56,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.50.2929439.bwm,P18DB,53870.29294,53870.29889,G7253EA15,5946.71,13.38,0,8.19,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.50.2929439.bwm,P18DB,53870.29294,53870.29889,G7253EA15,5946.71,11.89,0,8.06,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.51.5512523.bwm,P18DB,53871.55125,53871.55486,G724DE105,3605.21,11.91,0,8.84,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.51.5512523.bwm,P18DB,53871.55125,53871.55486,G724DE105,3605.21,10.22,0,8.78,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.51.7511398.bwm,P18DN,53871.75114,53871.75534,G7245491E,4204.9,3.44,0,8.56,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.51.7511398.bwm,P18DN,53871.75114,53871.75535,G7245491E,4207.39,5.17,0,8.38,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.51.7511398.bwm,P18DB,53871.75114,53871.75553,G7245491E,4391.6,11.15,0,7.81,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.51.7511398.bwm,P18DB,53871.75114,53871.75553,G7245491E,4391.6,9.08,0,7.62,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.51.7511398.bwm,P18DB,53871.75114,53871.7579,G7245491E,6763.83,9.56,0,7.25,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.51.8232305.bwm,P18DB,53871.82323,53871.82846,G726D97E1,5233.3,7.92,0,9.06,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.51.8232305.bwm,P18DB,53871.82323,53871.82846,G726D97E1,5233.3,6.53,0,8.94,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.51.8232305.bwm,P18DB,53871.82323,53871.8307,G726D97E1,7472.58,10.24,0,9.12,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.51.8232305.bwm,P18DB,53871.82323,53871.8307,G726D97E1,7472.58,8.52,0,9,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.51.8232305.bwm,P18DB,53871.82323,53871.83071,G726D97E1,7477.45,7.06,0,8.91,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.52.4491080.bwm,P18DN,53872.44911,53872.45496,G7253EA15,5848.37,5.05,0,7.44,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.52.4491080.bwm,P18DB,53872.44911,53872.45514,G7253EA15,6030.39,9.18,0,8.38,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.52.4491080.bwm,P18DB,53872.44911,53872.45514,G7253EA15,6032.84,11.06,0,8.62,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.52.4491080.bwm,P18DB,53872.44911,53872.45514,G7253EA15,6032.84,9.39,0,8.81,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.53.8089984.bwm,P18DB,53873.809,53873.81325,G724DE105,4250.06,6.41,0,8.56,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.53.8221060.bwm,P18DN,53873.82211,53873.82325,G726D97E1,1140.57,6.2,0,8.88,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.53.8089984.bwm,P18DN,53873.809,53873.82325,G726D97E1,14250.34,4.74,0,8.94,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.53.8089984.bwm,P18DN,53873.809,53873.82325,G726D97E1,14250.34,4.03,0,8.81,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.53.8089984.bwm,P18DB,53873.809,53873.82343,G726D97E1,14433.78,10.06,0,8.75,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.53.8089984.bwm,P18DB,53873.809,53873.82343,G726D97E1,14433.78,7.8,0,8.75,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.53.8221060.bwm,P18DB,53873.82211,53873.82344,G726D97E1,1329.82,10.55,0,8.75,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.53.9269651.bwm,P18DB,53873.92697,53873.93318,G7245491E,6213.74,10.09,0,8.19,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.53.9269651.bwm,P18DB,53873.92697,53873.93318,G7245491E,6219.61,7.41,0,7.62,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.53.9269651.bwm,P18DB,53873.92697,53873.9357,G7245491E,8733.68,9.91,0,8.81,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.54.2906949.bwm,P18DB,53874.29069,53874.29394,G7259AED5,3244.74,11.14,0,7.28,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.54.2906949.bwm,P18DB,53874.29069,53874.29394,G7259AED5,3244.74,8.8,0,7.69,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.54.6052721.bwm,P18DN,53874.60527,53874.61121,G7253EA15,5940.21,6.13,0,8.09,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.54.6052721.bwm,P18DN,53874.60527,53874.61121,G7253EA15,5940.21,5.06,0,8.41,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.54.6052721.bwm,P18DB,53874.60527,53874.61138,G7253EA15,6111.16,12.65,0,8.38,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.54.6052721.bwm,P18DB,53874.60527,53874.61139,G7253EA15,6116.02,8.54,0,7.62,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.54.6052721.bwm,P18DB,53874.60527,53874.61192,G7253EA15,6645.54,9.51,0,7.25,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.55.8144275.bwm,P18DB,53875.81443,53875.81869,G726D97E1,4259.37,6.54,0,8.81,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.55.8144275.bwm,P18DB,53875.81443,53875.81869,G726D97E1,4262.28,7.93,0,8.81,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.56.0667446.bwm,P18DB,53876.06674,53876.07196,G724DE105,5211.45,6.52,0,8.56,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.56.1060670.bwm,P18DB,53876.10607,53876.11064,G7245491E,4568.56,8.65,0,8.31,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.56.1060670.bwm,P18DB,53876.10607,53876.11064,G7245491E,4568.56,6.5,0,8.44,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.56.3092311.bwm,P18DN,53876.30923,53876.31336,G7259AED5,4126.55,6.39,0,7.75,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.56.3092311.bwm,P18DN,53876.30923,53876.31336,G7259AED5,4129.72,4.81,0,7.88,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.56.3092311.bwm,P18DN,53876.30923,53876.31336,G7259AED5,4129.72,3.27,0,7.69,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.56.3092311.bwm,P18DB,53876.30923,53876.31356,G7259AED5,4326.3,10.47,0,8.38,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.56.3092311.bwm,P18DB,53876.30923,53876.31356,G7259AED5,4328.81,13.18,0,7.5,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.56.7581592.bwm,P18DN,53876.75816,53876.76783,G7253EA15,9666.86,4.56,0,8,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.56.7581592.bwm,P18DB,53876.75816,53876.768,G7253EA15,9843.74,11.88,0,8,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.56.7581592.bwm,P18DB,53876.75816,53876.76801,G7253EA15,9846.1,9.25,0,8.69,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.56.7581592.bwm,P18DB,53876.75816,53876.76908,G7253EA15,10918.22,10.47,0,8.5,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.56.7581592.bwm,P18DB,53876.75816,53876.76908,G7253EA15,10918.22,8.87,0,8.62,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.57.8100265.bwm,P18DB,53877.81003,53877.81349,G726D97E1,3466.23,5.05,0,8.5,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.57.8100265.bwm,P18DB,53877.81003,53877.81349,G726D97E1,3468.39,7.24,0,8.56,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.57.8100265.bwm,P18DB,53877.81003,53877.81349,G726D97E1,3468.39,4.3,0,9.12,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.58.2818918.bwm,P18DB,53878.28189,53878.2878,G7245491E,5910.3,6.26,0,8.06,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.58.3310448.bwm,P18DB,53878.33104,53878.33534,G7259AED5,4299.54,4.82,0,7.69,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.58.9274304.bwm,P18DB,53878.92743,53878.93592,G7253EA15,8490.89,9.2,0,8.75,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.58.9274304.bwm,P18DB,53878.92743,53878.93592,G7253EA15,8493.45,7.63,0,8.12,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.59.8023479.bwm,P18DN,53879.80235,53879.80842,G726D97E1,6073.09,3.9,0,7.44,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.59.8023479.bwm,P18DN,53879.80235,53879.80842,G726D97E1,6075.31,5.19,0,7.94,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.59.8023479.bwm,P18DN,53879.80235,53879.80842,G726D97E1,6075.31,4.52,0,7.5,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.59.8023479.bwm,P18DB,53879.80235,53879.8086,G726D97E1,6256.67,11.13,0,8.62,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.57.59.8023479.bwm,P18DB,53879.80235,53879.8086,G726D97E1,6256.67,8.84,0,8.69,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.00.3528580.bwm,P18DB,53880.35286,53880.35683,G7259AED5,3975.34,10.09,0,7.75,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.00.3528580.bwm,P18DB,53880.35286,53880.35683,G7259AED5,3975.34,6.72,0,7.88,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.00.4609937.bwm,P18DB,53880.46099,53880.46504,G7245491E,4042.06,7.28,0,8.12,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.00.5855139.bwm,P18DB,53880.58551,53880.58852,G724DE105,3006.54,10.56,0,9.06,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.00.5855139.bwm,P18DB,53880.58551,53880.58852,G724DE105,3009.67,8.14,0,9.25,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.00.5855139.bwm,P18DB,53880.58551,53880.59052,G724DE105,5005.28,10.75,0,8.44,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.01.0737639.bwm,P18DB,53881.07376,53881.07944,G7253EA15,5676.66,11.78,0,7.75,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.01.0737639.bwm,P18DN,53881.07376,53881.07946,G7253EA15,5699.31,5.55,0,7.5,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.01.0737639.bwm,P18DN,53881.07376,53881.07982,G7253EA15,6052.87,2.45,0,7.06,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.01.0737639.bwm,P18DN,53881.07376,53881.07982,G7253EA15,6055.19,4.57,0,6.44,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.01.7979464.bwm,P18DB,53881.79795,53881.80396,G726D97E1,6012.16,12.5,0,8.69,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.01.7979464.bwm,P18DB,53881.79795,53881.80396,G726D97E1,6012.16,10.77,0,8.75,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.01.7979464.bwm,P18DB,53881.79795,53881.80396,G726D97E1,6012.16,9.48,0,8.75,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.02.3746713.bwm,P18DN,53882.37467,53882.37811,G7259AED5,3436.78,3.77,0,7.62,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.02.3746713.bwm,P18DB,53882.37467,53882.3783,G7259AED5,3627.38,9.22,0,7.62,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.02.3746713.bwm,P18DB,53882.37467,53882.3783,G7259AED5,3631.88,11.52,0,7.62,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.02.3746713.bwm,P18DB,53882.37467,53882.38015,G7259AED5,5482.78,12.64,0,7.31,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.02.6368190.bwm,P18DB,53882.63682,53882.64225,G7245491E,5427.38,7.63,0,8.44,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.02.8432601.bwm,P18DN,53882.84326,53882.8468,G724DE105,3537.3,5.4,0,8.06,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.02.8432601.bwm,P18DN,53882.84326,53882.8468,G724DE105,3537.3,3.95,0,8.06,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.02.8432601.bwm,P18DB,53882.84326,53882.84699,G724DE105,3725.4,9.54,0,8.94,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.02.8432601.bwm,P18DB,53882.84326,53882.84699,G724DE105,3725.4,7.34,0,9,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.02.8432601.bwm,P18DB,53882.84326,53882.84699,G724DE105,3730.19,11.68,0,9.25,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.02.8432601.bwm,P18DB,53882.84326,53882.84895,G724DE105,5688.95,8.99,0,8.62,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.03.2299276.bwm,P18DN,53883.22993,53883.23593,G7253EA15,6000.54,4.94,0,8.25,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.03.2299276.bwm,P18DB,53883.22993,53883.2361,G7253EA15,6170.14,11.4,0,8.44,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.03.7935453.bwm,P18DN,53883.79355,53883.79837,G726D97E1,4829.07,4.35,0,7.25,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.03.7935453.bwm,P18DN,53883.79355,53883.79873,G726D97E1,5189.64,5.78,0,8.16,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.03.7935453.bwm,P18DB,53883.79355,53883.79892,G726D97E1,5376.25,12.36,0,8.56,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.03.7935453.bwm,P18DB,53883.79355,53883.79892,G726D97E1,5376.25,10.35,0,8.62,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.03.7935453.bwm,P18DB,53883.79355,53883.79892,G726D97E1,5378.75,10.64,0,8.56,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.04.3964846.bwm,P18DB,53884.39648,53884.40014,G7259AED5,3650.6,9.56,0,7.38,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.04.3964846.bwm,P18DB,53884.39648,53884.40014,G7259AED5,3653.23,7.12,0,8.06,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.04.8159208.bwm,P18DB,53884.81592,53884.81939,G7245491E,3467.66,5.01,0,8.25,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.05.0977293.bwm,P18DB,53885.09773,53885.10564,G724DE105,7911.31,10.62,0,8.81,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.05.0977293.bwm,P18DB,53885.09773,53885.10564,G724DE105,7911.31,8.14,0,8.62,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.05.3860917.bwm,P18DN,53885.38609,53885.39226,G7253EA15,6165.37,3.15,0,8.12,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.05.3860917.bwm,P18DN,53885.38609,53885.39226,G7253EA15,6167.94,4.24,0,7.94,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.05.3860917.bwm,P18DB,53885.38609,53885.39243,G7253EA15,6336.88,11.25,0,7.81,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.05.3860917.bwm,P18DB,53885.38609,53885.39243,G7253EA15,6340.1,8.31,0,8.19,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.05.3860917.bwm,P18DB,53885.38609,53885.39243,G7253EA15,6340.1,5.77,0,8.62,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.05.7891438.bwm,P18DB,53885.78914,53885.79399,G726D97E1,4849.69,8.69,0,8.75,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.05.7891438.bwm,P18DB,53885.78914,53885.794,G726D97E1,4851.9,10.92,0,8.75,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.05.7891438.bwm,P18DB,53885.78914,53885.794,G726D97E1,4851.9,9.03,0,8.81,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.06.4182978.bwm,P18DN,53886.4183,53886.42169,G7259AED5,3392.13,6.22,0,8.06,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.06.4182978.bwm,P18DN,53886.4183,53886.42169,G7259AED5,3394.91,5.09,0,8,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.06.4182978.bwm,P18DB,53886.4183,53886.42189,G7259AED5,3588.17,14.07,0,7.69,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.06.4182978.bwm,P18DB,53886.4183,53886.42189,G7259AED5,3590.57,11.82,0,8.75,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.07.3587524.bwm,P18DB,53887.35875,53887.36457,G724DE105,5820.66,13.99,0,9,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.07.3587524.bwm,P18DB,53887.35875,53887.36457,G724DE105,5820.66,12.05,0,9.06,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.07.3587524.bwm,P18DB,53887.35875,53887.36457,G724DE105,5820.66,11.47,0,8.75,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.07.5455324.bwm,P18DB,53887.54553,53887.54911,G7253EA15,3575.55,8.19,0,8.5,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.07.5455324.bwm,P18DB,53887.54553,53887.54911,G7253EA15,3577.89,13.03,0,8.62,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_002,BON_P3_CH34_04.19.2013.14.58.07.5455324.bwm,P18DB,53887.54553,53887.54911,G7253EA15,3577.89,10.78,0,8.56,2
